2010-1	67.693366	46.998467	
2010-2	70.359332	47.475209	
2010-3	68.992989	40.144372	
2011-1	63.172204	45.155045	
2011-2	83.00593	47.833359	
2011-3	78.167748	54.8389	
2012-1	67.858542	45.352745	
2012-2	64.148902	54.15974	
2012-3	84.691558	53.31031	
2013-1	59.683931	41.717031	
2013-2	66.320021	48.30098	
2013-3	69.374128	48.416874	
2014-1	72.744165	51.755765	
2014-2	68.151124	48.347346	
2014-3	76.408936	51.570787	
2015-1	69.569711	45.440001	
2015-2	66.400318	45.508283	
2015-3	74.342806	57.637317	
2016-1	72.410814	48.935872	
